,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
59,"$91,500 /yr (est.)",91500.0,Web Engineer,0,1,-1,The American Kennel Club,"New York, NY",2.9,0,139,201 to 500 Employees,1884,Nonprofit Organization,Membership Organizations,Management & Consulting,$25 to $100 million (USD),2.2,2.9,2.3,2.0,2.8,yr
64,"$61,573 /yr (est.)",61573.0,Front-End-Web,0,1,-1,Celandyne Software Solutions,"Santa Clara, CA",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
71,"$100,000 /yr (est.)",100000.0,Front end Web Developer,2,1,1,Public Health Solutions,New York State,3.9,0,66,501 to 1000 Employees,1957,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$100 to $500 million (USD),3.4,3.6,3.9,3.4,4.0,yr
72,"$79,025 /yr (est.)",79025.0,Web Designer / Developer,0,1,-1,HIYO DESIGN,"New York, NY",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
73,"$79,513 /yr (est.)",79513.0,VueJs Frontend Developer (Remote),0,2,0,"Avantpage, Inc.","Davis, CA",4.3,0,27,1 to 50 Employees,1996,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),3.8,3.9,4.3,4.1,4.0,yr
74,"$126,015 /yr (est.)",126015.0,FrontEnd (React) Developer - Remote,-1,-1,-1,CEDARS-SINAI,"Los Angeles, CA",4.1,0,121,10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),4.0,4.0,4.0,3.6,3.6,yr
75,"$77,000 /yr (est.)",77000.0,Web Software Developer,2,1,1,University of Utah,Utah,4.2,0,173,10000+ Employees,1850,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.7,3.6,4.0,3.7,4.1,yr
77,"$61,218 /yr (est.)",61218.0,"Web Developer, Frontend - React",0,2,1,Mackin Educational Resources,"Burnsville, MN",3.4,0,38,201 to 500 Employees,1985,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),2.2,2.7,3.1,2.8,3.6,yr
78,"$104,032 /yr (est.)",104032.0,Frontend Software Engineer,5,1,-1,Subskribe,"San Ramon, CA",5.0,0,3,1 to 50 Employees,2020,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),4.8,4.6,5.0,5.0,4.8,yr
80,"$65,000 /yr (est.)",65000.0,Front End Developer,0,2,-1,Nosto,"New York, NY",4.0,0,12,51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.5,2.8,4.1,3.7,4.1,yr
83,"$80,000 /yr (est.)",80000.0,Frontend Engineer (Remote),-1,-1,-1,Leaf Logistics,Remote,4.0,1,6,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,yr
92,"$80,198 /yr (est.)",80198.0,front end HTML developer,2,1,-1,Lead5 Media,"Newark, CA",4.0,0,14,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),4.0,4.0,4.0,5.0,3.0,yr
95,"$81,046 /yr (est.)",81046.0,Frontend Engineer,0,2,1,Stukent,"Idaho Falls, ID",3.9,0,10,1 to 50 Employees,2013,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,3.7,3.1,4.3,3.9,4.2,yr
96,"$69,323 /yr (est.)",69323.0,Front End Web Developer,0,1,-1,Magnetic Creative,"Temecula, CA",3.9,0,17,1 to 50 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.5,3.4,4.3,3.5,4.1,yr
98,"$68,069 /yr (est.)",68069.0,Front End Web Developer,4,1,1,Samesurf,"Beverly Hills, CA",5.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.0,5.0,5.0,5.0,yr
100,"$60,202 /yr (est.)",60202.0,Front-End Web Developer,0,1,-1,Savant Learning Systems,"Martin, TN",1.9,0,-1,-1,-1,-1,-1,-1,-1,1.9,2.3,1.8,1.7,2.1,yr
103,"$115,000 /yr (est.)",115000.0,Frontend Software Engineer - React,-1,-1,-1,"Search Leaders, LLC",Minnesota,3.8,0,25,1 to 50 Employees,1998,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.1,3.8,4.1,4.1,4.2,yr
112,"$72,873 /yr (est.)",72873.0,Web Developer,2,2,-1,Citirex,"Los Angeles, CA",5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,yr
114,"$66,832 /yr (est.)",66832.0,Front-End Web Developer,0,1,1,Innovative Global Vision,"Macedonia, OH",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
117,"$71,473 /yr (est.)",71473.0,Junior Web Designer,2,1,0,Pixels Infotech,"Oakland, CA",4.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
118,"$81,032 /yr (est.)",81032.0,Junior Software Back End Developer,0,1,0,Spectrum Communications & Consulting Inc.,"Chicago, IL",4.3,0,31,51 to 200 Employees,1992,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.4,4.4,4.4,4.3,4.4,yr
119,"$80,570 /yr (est.)",80570.0,Web Applications Developer,2,1,1,North Carolina State University,"Raleigh, NC",4.3,0,136,1001 to 5000 Employees,1887,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),4.0,3.5,4.2,4.0,4.0,yr
121,"$75,000 /yr (est.)",75000.0,Web Developer,5,1,1,Cyber Tech Group,"Houston, TX",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
122,"$75,232 /yr (est.)",75232.0,Associate Front-End Web Developer,1,1,0,Sherwin-Williams,"Cleveland, OH",3.8,0,157,10000+ Employees,1866,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,3.6,3.3,3.2,yr
123,"$113,619 /yr (est.)",113619.0,Frontend Engineer,0,1,-1,FactoryFour,"Los Angeles, CA",4.7,0,8,1 to 50 Employees,2015,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,4.7,4.6,4.8,4.4,4.4,yr
126,$15.00 /hr (est.),31200.0,Project Coordinator for Web Development Company,0,1,1,Gretrix LLC,Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.3,2.9,3.8,3.3,4.0,hr
158,"$45,000 /yr (est.)",45000.0,Junior Web Designer & Front-End Developer,-1,-1,-1,Fame Foundry,"Charlotte, NC",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
178,"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,-1,-1,-1,QuinStreet,"Austin, TX",4.0,0,24,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),3.9,3.8,3.9,3.7,4.1,yr
231,"$86,479 /yr (est.)",86479.0,Intermediate/Junior Web Developer,1,1,0,Social Concepts,"Redwood City, CA",1.6,0,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.5,1.0,1.5,yr
241,"$90,735 /yr (est.)",90735.0,Frontend Web Developer,-1,-1,-1,Tasktoday,"Newark, CA",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
267,"$60,693 /yr (est.)",60693.0,Frontend Engineer Apprenticeship,-1,-1,-1,Fetch,"Birmingham, AL",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
386,"$71,327 /yr (est.)",71327.0,Web Development (Front End),-1,-1,-1,JEMSU,"Denver, CO",4.2,0,13,1 to 50 Employees,2010,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),4.0,3.5,4.4,3.9,4.3,yr
388,"$66,580 /yr (est.)",66580.0,Web Development,0,2,-1,I-Team,"Branch, TX",2.7,0,-1,-1,-1,-1,-1,-1,-1,2.8,3.9,3.0,3.1,2.2,yr
455,"$113,809 /yr (est.)",113809.0,Frontend Engineer,-1,-1,-1,Rephrase.ai,"San Francisco, CA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.4,2.8,3.1,3.4,2.7,yr
476,"$62,125 /yr (est.)",62125.0,Web Designer,5,1,1,B12,"New York, NY",4.1,0,8,1 to 50 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,3.3,4.7,4.2,4.2,yr
0,"$120,000 /yr (est.)",120000.0,Mobile App Developer - iOS/Android,5,2,-1,Invictech Inc,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
1,$95.00 /hr (est.),197600.0,Mobile App Designer,0,1,-1,Braintrust,"San Francisco, CA",4.6,0,5,1 to 50 Employees,2018,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.4,4.5,4.5,4.4,4.3,hr
3,$95.00 /hr (est.),197600.0,Mobile Engineer (0-1 Development),0,1,-1,Braintrust,"San Francisco, CA",4.6,0,5,1 to 50 Employees,2018,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.4,4.5,4.5,4.4,4.3,hr
4,"$69,900 /yr (est.)",69900.0,"Content Translator, Spanish (Remote)",0,1,1,Hinge Health,"Nevada, TX",3.8,0,9,1001 to 5000 Employees,2014,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.8,4.0,yr
5,"$82,500 /yr (est.)",82500.0,Software Developer w/ Mobile App Development Expertise,5,1,0,FTS,Remote,3.9,1,5,1 to 50 Employees,2018,Company - Private,Accounting & Tax,Financial Services,$5 to $25 million (USD),3.9,3.7,3.7,3.8,3.7,yr
6,$55.00 /hr (est.),114400.0,Mobile Application Developer,3,2,-1,Devcare Solutions,Remote,3.7,1,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,hr
7,"$63,837 /yr (est.)",63837.0,"Android, Mobile Engineer, Apprenticeship",0,2,0,Fetch,"Madison, WI",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
8,"$127,500 /yr (est.)",127500.0,Android Mobile App Developer (REMOTE),2,1,0,GEICO,"Chevy Chase, MD",3.1,0,87,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.5,2.9,2.6,2.7,yr
9,$50.00 /hr (est.),104000.0,Mobile app developer,3,2,1,Locks Global Staffing LLC,"Austin, TX",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
10,"$125,000 /yr (est.)",125000.0,Frontend Engineer,1,1,0,SportsRecruits,Remote,4.3,1,14,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,yr
11,"$134,500 /yr (est.)",134500.0,Business Development - Advertiser Partnerships,8,1,-1,AppLovin,Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,4.0,3.4,3.4,3.1,yr
12,$80.00 /hr (est.),166400.0,Mobile Application Developer,5,1,1,Tessolve,"San Jose, CA",4.1,0,19,1001 to 5000 Employees,2004,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$500 million to $1 billion (USD),4.2,3.7,4.1,3.9,3.8,hr
13,"$54,311 /yr (est.)",54311.0,Mobile Developer (Flutter),6,2,1,Axians,"Lisbon, ME",3.6,0,24,10000+ Employees,1999,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.3,3.4,3.6,3.2,3.7,yr
14,"$72,500 /yr (est.)",72500.0,Mobile App Developer,3,2,-1,PhasorSoft Group,"Starkville, MS",4.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
15,$35.00 /hr (est.),72800.0,Jr Mobile App Developer.,2,2,-1,Adidev Technologies Inc,"New York, NY",4.1,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.2,3.2,4.0,4.0,hr
17,"$113,462 /yr (est.)",113462.0,Mobile App Developer / Software Developer,0,1,-1,Artisan Crew Engineering (ACE),"Los Angeles, CA",4.0,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.4,3.8,3.6,4.1,yr
18,$50.00 /hr (est.),104000.0,Mobile App Developer,6,2,-1,"Kareo, Inc","Englewood, CO",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
19,"$105,000 /yr (est.)",105000.0,Software Engineer,0,1,-1,Redvest App,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
20,$90.00 /hr (est.),187200.0,"Product Designer, App Platforms (Full Time Temp)",3,2,1,The New York Times,"New York, NY",3.7,0,127,1001 to 5000 Employees,1896,Company - Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.6,3.5,4.0,3.5,3.9,hr
21,"$49,743 /yr (est.)",49743.0,"iOS, Mobile Engineer, Apprenticeship",0,2,1,Fetch,"Birmingham, AL",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
22,"$96,307 /yr (est.)",96307.0,.Net App developer -Remote,6,2,1,Riya Interactive Inc,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
23,"$8,915 /mo (est.)",106980.0,Sr-Principal Quality Assurance Engineer-Mobile App Automation - REMOTE,5,1,0,Publix Associate Services LLC,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,mo
24,"$69,206 /yr (est.)",69206.0,"iOS, Mobile Engineer, Apprenticeship",0,2,1,Fetch,"Chicago, IL",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
25,"$66,116 /yr (est.)",66116.0,Mobile App Developer (ReactNative /Flutter),0,2,-1,Trood,"New York, NY",5.0,0,-1,-1,-1,-1,-1,-1,-1,4.6,4.4,5.0,4.4,5.0,yr
26,"$140,000 /yr (est.)",140000.0,Android Developer,0,1,-1,YouMail,Remote,3.5,1,-1,-1,-1,-1,-1,-1,-1,3.2,3.4,3.7,3.4,3.9,yr
27,"$120,000 /yr (est.)",120000.0,Software Developer - Android Mobile App,4,1,1,Costco Wholesale,"Dallas, TX",4.0,0,47,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,3.7,3.4,3.3,yr
28,"$197,100 /yr (est.)",197100.0,(Remote) iOS Principal Mobile Developer,8,1,1,Stryker,Michigan,4.1,0,82,10000+ Employees,1941,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),4.0,3.9,4.1,3.8,3.7,yr
29,"$150,000 /yr (est.)",150000.0,Android Software Engineer (Remote),3,1,-1,Nimbus,United States,4.3,0,-1,-1,-1,-1,-1,-1,-1,2.7,2.8,2.6,3.6,2.7,yr
30,"$101,149 /yr (est.)",101149.0,Front End Developer,0,1,-1,E business international,Remote,3.6,1,31,51 to 200 Employees,1992,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.5,3.7,3.6,3.7,yr
31,"$68,487 /yr (est.)",68487.0,Mobile App Engineer (IOS/Android),-1,-1,-1,Experient Group,"Atlanta, GA",4.8,0,22,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.3,4.5,4.8,4.6,4.8,yr
32,"$240,000 /yr (est.)",240000.0,Product Principal- Mobile App (Remote),8,1,1,Home Depot / THD,"Atlanta, GA",3.8,0,45,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),3.7,3.6,3.8,3.4,3.5,yr
33,"$150,000 /yr (est.)",150000.0,iOS Software Engineer (Remote),3,1,-1,Nimbus,United States,4.3,0,-1,-1,-1,-1,-1,-1,-1,2.7,2.8,2.6,3.6,2.7,yr
34,"$161,625 /yr (est.)",161625.0,Mobile Development Engineer- Android,-1,-1,-1,Nevro Corp.,"Redwood City, CA",3.5,0,17,501 to 1000 Employees,2006,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.5,4.1,3.5,3.2,3.0,yr
35,"$129,315 /yr (est.)",129315.0,Sr. Mobile Automation Engineer,-1,-1,-1,Yum! Brands,Remote,4.1,1,26,10000+ Employees,1997,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),3.9,3.7,4.3,3.8,4.2,yr
36,"$135,000 /yr (est.)",135000.0,Frontend Engineer,6,1,-1,MagicLinks,Remote,3.7,1,-1,-1,-1,-1,-1,-1,-1,3.8,3.8,3.8,3.6,4.1,yr
37,"$100,000 /yr (est.)",100000.0,Front End Developer,0,1,1,"Otter Products, LLC",Remote,3.6,1,25,501 to 1000 Employees,1998,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.4,3.8,3.3,3.5,yr
38,$52.50 /hr (est.),109200.0,iOS Developer,5,2,-1,CALLISTOFUSION,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
39,$75.00 /hr (est.),156000.0,Sr. Android Mobile Developer,8,2,-1,OrangePeople,"Plano, TX",4.1,0,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.6,4.0,4.1,4.0,hr
40,$72.50 /hr (est.),150800.0,Mobile iOS/ Android Developer,8,2,-1,Sansutek,"Plano, TX",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
41,"$97,500 /yr (est.)",97500.0,Flutter Developer,0,1,-1,Ramsey Theory Group,"Fort Lee, NJ",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
43,"$290,400 /yr (est.)",290400.0,Principal Software Engineer - Frontend Mobile,0,1,1,Hinge Health,"San Francisco, CA",3.8,0,9,1001 to 5000 Employees,2014,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.8,4.0,yr
44,"$108,850 /yr (est.)",108850.0,Android Developer,0,2,-1,Trood,"New York, NY",5.0,0,-1,-1,-1,-1,-1,-1,-1,4.6,4.4,5.0,4.4,5.0,yr
45,"$100,000 /yr (est.)",100000.0,Full Stack Developer,0,2,-1,Redvest App,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
52,"$124,800 /yr (est.)",124800.0,Software Engineer(iOS & Android) - REMOTE,3,1,0,HM Health Solutions,Pennsylvania,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.6,3.6,3.3,3.8,yr
53,"$161,625 /yr (est.)",161625.0,Mobile Development Engineer- Android,5,1,-1,Nevro Corp.,"Redwood City, CA",3.5,0,17,501 to 1000 Employees,2006,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.5,4.1,3.5,3.2,3.0,yr
59,"$79,062 /yr (est.)",79062.0,Flutter App Developer,5,1,-1,eComStreet,"Chicago, IL",5.0,0,-1,-1,-1,-1,-1,-1,-1,4.9,4.6,4.9,4.9,4.9,yr
60,"$143,486 /yr (est.)",143486.0,Principal Mobile Product Designer,0,2,1,Intuit,"San Diego, CA",4.6,0,40,10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),4.4,4.5,4.6,4.3,4.5,yr
64,"$152,000 /yr (est.)",152000.0,Software Engineer- iOS,0,2,1,Babylist,United States,4.1,0,12,51 to 200 Employees,2011,Company - Private,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable,3.8,4.2,4.3,3.8,4.1,yr
65,"$76,248 /yr (est.)",76248.0,Mobile Application Developer,5,1,0,Barnes & Noble,"Schenectady, NY",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.0,2.9,3.8,3.3,3.6,yr
67,"$163,000 /yr (est.)",163000.0,"Senior Web Developer, Frontend",0,1,0,Wrapmate,Remote,5.0,1,5,1 to 50 Employees,2018,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
85,"$170,885 /yr (est.)",170885.0,Principal Mobile App Engineer,9,1,1,Publix,"Lakeland, FL",3.7,0,93,10000+ Employees,1930,Company - Private,Grocery Stores,Retail & Wholesale,$10+ billion (USD),3.8,3.7,3.7,3.4,3.3,yr
88,"$210,000 /yr (est.)",210000.0,Software Engineer - Android,2,1,-1,Blockchain Talents,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
102,"$100,000 /yr (est.)",100000.0,Front End Developer,-1,-1,-1,"Otter Products, LLC",Remote,3.6,1,25,501 to 1000 Employees,1998,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.4,3.8,3.3,3.5,yr
106,$45.00 /hr (est.),93600.0,Android/IOS Developer,0,1,-1,KC Synergy Solutions,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
107,"$112,000 /yr (est.)",112000.0,Sr. Mobile App Developer (Android),5,1,1,Gemological Institute of America,"Carlsbad, CA",3.9,0,92,1001 to 5000 Employees,1931,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,3.5,3.7,3.7,3.3,3.7,yr
109,"$125,000 /yr (est.)",125000.0,iOS Engineer,3,2,1,Guidebook,"Raleigh, NC",3.9,0,12,1 to 50 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.1,3.5,4.1,yr
113,"$146,000 /yr (est.)",146000.0,Senior Software Engineer (iOS & Android) - REMOTE,5,1,0,HM Health Solutions,Pennsylvania,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.6,3.6,3.3,3.8,yr
116,"$135,000 /yr (est.)",135000.0,Frontend Engineer,-1,-1,-1,MagicLinks,Remote,3.7,1,-1,-1,-1,-1,-1,-1,-1,3.8,3.8,3.8,3.6,4.1,yr
120,"$112,000 /yr (est.)",112000.0,Software Engineer,4,1,1,Credit Acceptance,Remote,3.9,1,51,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,yr
123,"$160,000 /yr (est.)",160000.0,Senior iOS Engineer (Dating App),0,2,1,Recruiting From Scratch,Remote,3.9,1,4,1 to 50 Employees,2019,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,yr
124,"$137,254 /yr (est.)",137254.0,"Software Engineer, Android, IXL Mobile",4,1,1,IXL Learning,"San Mateo, CA",3.2,0,25,1001 to 5000 Employees,1998,Company - Private,Education & Training Services,Education,$100 to $500 million (USD),2.9,3.1,3.1,2.8,3.6,yr
125,"$123,209 /yr (est.)",123209.0,IOS developer (W2),8,1,-1,Phasorsoft LLC,Remote,4.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
129,"$125,000 /yr (est.)",125000.0,Android Developer,3,2,1,Guidebook,"Raleigh, NC",3.9,0,12,1 to 50 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.1,3.5,4.1,yr
131,"$133,800 /yr (est.)",133800.0,Mobile Software Development Engineer - Android,3,1,0,Workday,"Boulder, CO",4.2,0,18,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.9,4.2,4.3,3.8,4.3,yr
161,"$120,000 /yr (est.)",120000.0,Software Developer - Android Mobile App,4,1,1,Costco Wholesale,"Chicago, IL",4.0,0,47,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,3.7,3.4,3.3,yr
177,"$75,849 /yr (est.)",75849.0,"Android, Mobile Engineer, Apprenticeship",0,2,0,Fetch,"Chicago, IL",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
200,"$63,473 /yr (est.)",63473.0,Associate Web App Engineer,-1,-1,-1,Hyperspace Ventures,"Durham, NC",4.2,0,6,1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.5,4.0,4.7,4.5,4.5,yr
205,"$63,473 /yr (est.)",63473.0,Front End Developer,10,1,-1,Redvest App,Remote,5.0,1,6,1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1.0,-1.0,-1.0,-1.0,-1.0,yr
336,$52.50 /hr (est.),109200.0,iOS Developer,-1,-1,-1,CALLISTOFUSION,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
344,"$63,837 /yr (est.)",63837.0,"Android, Mobile Engineer, Apprenticeship",-1,-1,-1,Fetch,"Madison, WI",3.7,0,10,501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr
361,"$84,084 /yr (est.)",84084.0,Jr. Web & Mobile App Designer,0,2,-1,OpenSource Technologies,"Philadelphia, PA",3.8,0,14,1 to 50 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.1,4.1,3.7,3.9,yr
364,"$160,000 /yr (est.)",160000.0,Senior/Principal Mobile Engineer-Android,3,1,0,Liberty Mutual,"Plano, TX",4.0,0,111,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.0,3.7,3.9,yr
373,"$120,000 /yr (est.)",120000.0,Mobile App Developer - iOS/Android,-1,-1,-1,Invictech Inc,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
374,"$105,000 /yr (est.)",105000.0,Front End Developer,-1,-1,-1,Redvest App,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
375,"$69,900 /yr (est.)",69900.0,"Content Translator, Spanish (Remote)",-1,-1,-1,Hinge Health,"Nevada, TX",3.8,0,9,1001 to 5000 Employees,2014,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.8,4.0,yr
