,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
118,Data Science Engineer,94914.0,-1,BACHELOR,-1,"Tampa, FL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.5,-1,-1,-1,-1,-1,"AI Cyber Solutions
4.5",2023-05-11 14:56:36.187318
119,Data Scientist,123690.0,2,BACHELOR,-1,"Pleasanton, CA",0,10000+ Employees,7,1939,84,Grocery Stores,Retail & Wholesale,$10+ billion (USD),9,Company - Public,3.4,3.2,3.2,3.1,3.0,3.0,"Albertsons
3.4",2023-05-11 14:56:38.420390
120,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:56:44.052127
121,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 14:56:46.025955
122,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 14:56:48.265924
123,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 14:56:50.946601
124,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 14:56:54.049557
125,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 14:57:00.624173
126,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 14:57:02.907551
127,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 14:57:05.778865
128,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 14:57:08.256057
129,Data Scientist (Remote),91180.0,3,MASTER,-1,"Reston, VA",0,51 to 200 Employees,2,2012,11,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,4.7,4.9,4.5,4.7,4.7,4.7,"Improvix Technologies
4.7",2023-05-11 14:57:11.494517
130,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 14:57:13.740041
131,Data Scientist,115000.0,3,BACHELOR,-1,Remote,1,1 to 50 Employees,1,2007,16,Internet & Web Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.4,3.0,3.0,3.6,2.7,3.4,"Medicx Health
3.4",2023-05-11 14:57:16.031390
132,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 14:57:18.634676
134,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 14:57:21.322963
135,Senior Data Engineer,155000.0,5,MASTER,SENIOR,"Atlanta, GA",0,1001 to 5000 Employees,5,1901,122,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.1,3.8,3.9,4.2,3.8,4.1,"Hiscox
4.1",2023-05-11 14:57:23.978394
136,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:57:26.711515
137,Data Engineer (7564D),117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 14:57:29.762096
138,Data Analytics Analyst,81869.0,3,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 14:57:32.434191
139,Sr Data Science Engineer,110906.0,5,BACHELOR,SENIOR,"Nashville, TN",0,10000+ Employees,7,1968,55,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),9,Company - Public,3.3,3.5,3.2,3.3,3.0,3.2,"HCA Healthcare
3.3",2023-05-11 14:57:34.706160
140,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 14:57:37.287386
141,Data Scientist,107500.0,-1,-1,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,-1,2023-05-11 14:57:39.938106
143,Data Scientist III Data Science,140875.0,-1,BACHELOR,SENIOR,"Downey, CA",0,10000+ Employees,7,1945,78,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),9,Nonprofit Organization,3.9,3.7,4.3,3.6,3.2,3.5,"Kaiser Permanente
3.9",2023-05-11 14:57:44.465089
144,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 14:57:46.432346
145,Data Scientist I - Hybrid,100850.0,-1,BACHELOR,SENIOR,"New York, NY",0,1001 to 5000 Employees,5,1977,46,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.2,3.8,4.1,4.2,3.8,4.4,"Radian
4.2",2023-05-11 14:57:49.109195
146,Uncapped Games - Data Scientist (All Levels),165825.0,-1,BACHELOR,-1,"Los Angeles, CA",0,10000+ Employees,7,1998,25,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,4.0,4.0,4.1,3.9,3.7,3.3,"Tencent
4.0",2023-05-11 14:57:51.509634
147,People Analytics - Data Science & Reporting Analyst,137500.0,3,BACHELOR,SENIOR,"New York, NY",0,1001 to 5000 Employees,5,1988,35,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.4,4.5,4.3,4.2,"D. E. Shaw & Co., L.P.
4.6",2023-05-11 14:57:53.842895
148,MLOps/Machine Learning Engineer,150800.0,10,BACHELOR,SENIOR,Remote,1,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:57:56.328372
149,Software Engineer 1 - Machine Learning,113691.0,-1,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2019,4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.8,4.8,4.7,5.0,4.6,"Abacus.AI
4.9",2023-05-11 14:57:58.794513
150,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:58:05.490391
151,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 14:58:07.728114
152,Statistical Analyst I,65910.0,0,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 14:58:10.508227
153,-1,115100.0,-1,-1,-1,-1,0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,-1,2023-05-11 14:58:13.019534
154,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 14:58:14.700924
155,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 14:58:16.952601
156,Analyst - Analytics and Data Science,70000.0,3,BACHELOR,SENIOR,United States,0,1001 to 5000 Employees,5,1939,84,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,Nonprofit Organization,4.2,3.9,4.0,4.3,4.0,4.0,"Blue Cross Blue Shield of Arizona
4.2",2023-05-11 14:58:20.691349
157,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:58:23.382719
158,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 14:58:26.161295
160,AI/ML Engineer,122900.0,-1,-1,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 14:58:29.324158
162,Sr. Data Engineer,145600.0,6,MASTER,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,DataPattern,2023-05-11 14:58:35.698485
163,Senior Data Engineer,155000.0,5,MASTER,SENIOR,"Atlanta, GA",0,1001 to 5000 Employees,5,1901,122,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.1,3.8,3.9,4.2,3.8,4.1,"Hiscox
4.1",2023-05-11 14:58:38.013377
164,Data Science Engineer,78948.0,-1,-1,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 14:58:40.886041
165,Data Scientist (Remote),91180.0,3,MASTER,-1,"Reston, VA",0,51 to 200 Employees,2,2012,11,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,4.7,4.9,4.5,4.7,4.7,4.7,"Improvix Technologies
4.7",2023-05-11 14:58:42.457738
166,"Analyst, Data Science",95808.0,1,BACHELOR,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 14:58:44.730437
169,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 14:58:51.559855
170,Rotational Associate Program - Data Analytics,80882.0,-1,BACHELOR,JUNIOR,"McLean, VA",0,1001 to 5000 Employees,5,2004,19,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.0,4.0,4.2,4.0,3.9,4.0,"Intelsat
4.0",2023-05-11 14:58:54.059469
171,Data Scientist I - Hybrid,100850.0,-1,BACHELOR,SENIOR,"New York, NY",0,1001 to 5000 Employees,5,1977,46,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.2,3.8,4.1,4.2,3.8,4.4,"Radian
4.2",2023-05-11 14:58:56.735964
172,Data Engineer,108505.0,-1,-1,-1,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,-1,2023-05-11 14:58:59.350237
174,Data Engineer (remote),117964.0,-1,BACHELOR,-1,"New York, NY",0,1001 to 5000 Employees,5,1980,43,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Public,3.8,3.8,3.7,3.9,3.6,3.9,"MultiPlan Inc.
3.8",2023-05-11 14:59:03.844465
175,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 14:59:06.373294
177,Data Scientist,91866.0,1,BACHELOR,-1,"Melville, NY",0,10000+ Employees,7,1948,75,Sporting Goods Stores,Retail & Wholesale,$5 to $10 billion (USD),8,Company - Public,3.8,3.5,3.4,3.8,3.4,3.5,"DICK'S Sporting Goods
3.8",2023-05-11 14:59:10.871994
178,Senior Data Science Analyst (multiple openings) - IHM,95009.0,2,BACHELOR,SENIOR,"Riverwoods, IL",0,1001 to 5000 Employees,5,1985,38,Banking & Lending,Financial Services,$25 to $100 million (USD),4,Company - Public,3.9,3.8,3.8,4.1,3.6,3.9,"Discover Financial Services
3.9",2023-05-11 14:59:14.329861
179,Data Analyst – NLP Data Science (BHJOB22048_676),87395.0,4,BACHELOR,SENIOR,"Ontario, CA",0,1 to 50 Employees,1,2010,13,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.0,4.2,4.3,4.3,4.3,"ITmPowered
4.5",2023-05-11 14:59:17.263667
180,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:59:23.946676
181,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 14:59:25.570657
183,-1,99000.0,-1,-1,-1,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,-1,2023-05-11 14:59:31.054889
184,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 14:59:32.987298
185,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.9,3.8,4.0,3.7,3.9,"Anblicks
3.9",2023-05-11 14:59:35.093253
186,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 14:59:37.195507
187,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 14:59:40.382509
188,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 14:59:44.214947
191,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 14:59:51.551448
192,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 14:59:54.646256
193,Data Science Associate,97500.0,1,BACHELOR,JUNIOR,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 14:59:57.105634
194,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 14:59:59.540486
195,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:00:01.327561
196,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:00:03.136094
197,Senior Data Engineer,155000.0,-1,-1,-1,"Atlanta, GA",0,1001 to 5000 Employees,5,1901,122,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,4.1,3.8,3.9,4.2,3.8,4.1,"Hiscox
4.1",2023-05-11 15:00:06.137256
198,Data Scientist - Hybrid Remote,140000.0,3,BACHELOR,SENIOR,"New York, NY",0,1001 to 5000 Employees,5,2010,13,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),7,Company - Public,4.2,3.8,4.1,4.2,4.1,4.1,"Sharecare
4.2",2023-05-11 15:00:07.692027
199,Data Analytics Analyst,81869.0,3,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:00:10.316661
200,Senior Data Engineer,150000.0,7,BACHELOR,SENIOR,"Fort Lee, NJ",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.7,4.4,4.7,4.4,4.4,"What If Holdings
4.3",2023-05-11 15:00:13.874616
201,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 15:00:16.835879
202,Data Scientist - All Levels,90016.0,-1,MASTER,SENIOR,"Chantilly, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Silver Edge,2023-05-11 15:00:19.225902
204,Sr. Data Engineer,145600.0,6,MASTER,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,DataPattern,2023-05-11 15:00:23.215497
205,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:00:25.650609
206,Data Scientist (Remote),108750.0,3,BACHELOR,-1,Remote,1,10000+ Employees,7,1944,79,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.9,3.7,3.7,3.8,3.5,3.8,"Parsons
3.9",2023-05-11 15:00:27.874636
207,"Data Scientist, Product Analytics",137500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,"Gametime United, Inc.
4.5",2023-05-11 15:00:30.696599
208,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:00:32.586378
210,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:00:41.509440
211,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:00:47.528173
214,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:00:53.263693
217,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:00:57.390277
219,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:01:02.462351
220,Data Science Associate,97500.0,-1,-1,-1,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,-1,2023-05-11 15:01:05.026262
221,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:01:06.747384
222,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:01:09.461655
223,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:01:12.699283
224,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 15:01:17.435204
225,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:01:20.147564
226,Data Scientist,221500.0,3,BACHELOR,SENIOR,Remote,1,10000+ Employees,7,2011,12,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.2,2.5,3.1,3.1,2.6,3.6,"Stitch Fix
3.2",2023-05-11 15:01:23.217335
227,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:01:25.061042
230,Data Scientist,98000.0,-1,BACHELOR,-1,"Detroit, MI",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,KesarWeb,2023-05-11 15:01:32.656636
231,Data Analyst,79979.0,5,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:01:35.195009
232,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 15:01:37.325669
