,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
281,"$80,604 /yr (est.)",80604.0,Remote Full-stack JS Developer,0,-1,-1,"Scopic
4.8", MA,4.8,0,17,201 to 500 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.5,4.0,4.7,4.7,4.6,yr
282,"$80,600 /yr (est.)",80600.0,Full Stack Web Developer,0,-1,-1,S.M.A.R.T., AZ,-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
283,"$95,720 /yr (est.)",95720.0,Software Engineer (Data Science),0,-1,-1,"Crane Payment Innovations
2.8", PA,2.8,0,10,1001 to 5000 Employees,2013,Company - Public,Electronics Manufacturing,Manufacturing,$1 to $5 billion (USD),2.8,3.0,2.7,2.4,3.1,yr
284,"$122,500 /yr (est.)",122500.0,Full Stack Engineer - Digital Order Management,0,-1,-1,"Costco Wholesale
4.0", WA,4.0,0,47,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,3.8,3.4,3.4,yr
285,"$136,440 /yr (est.)",136440.0,Data Platform Engineer,0,-1,-1,"GSK
4.1", WA,4.1,0,193,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,3.9,4.0,3.6,3.9,yr
286,"$129,480 /yr (est.)",129480.0,Senior Software Engineer,0,-1,-1,"U.S. Bank National Association
3.7",Remote,3.7,1,160,10000+ Employees,1863,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.5,3.8,3.4,3.7,yr
287,"$115,175 /yr (est.)",115175.0,Trading Software Engineer,0,-1,-1,"Voloridge Investment Management
4.7", FL,4.7,0,14,51 to 200 Employees,2009,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,4.6,4.5,4.2,4.6,4.7,yr
288,"$116,977 /yr (est.)",116977.0,Lead Data Engineer,0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", DE,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
289,"$123,528 /yr (est.)",123528.0,"Cloud/Backend Software Engineering, Lead Software Engineer",0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", DE,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
290,"$110,691 /yr (est.)",110691.0,SENIOR MACHINE LEARNING ENGINEER (REMOTE OPPORTUNITY),0,-1,-1,"Hyatt Corporate Office, Chicago
4.0", IL,4.0,0,66,10000+ Employees,1957,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),4.0,3.8,4.0,3.7,3.5,yr
291,"$95,533 /yr (est.)",95533.0,Software Engineer III: Backend/AWS Developer,0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", TX,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
292,"$168,875 /yr (est.)",168875.0,"Java and AWS/Cloud, Lead Software Engineer",0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", DE,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
293,"$111,344 /yr (est.)",111344.0,Computer Vision Engineer,0,-1,-1,"Bigbear.ai
3.2", MD,3.2,0,3,501 to 1000 Employees,2020,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.0,3.6,3.2,3.0,3.6,yr
294,"$98,869 /yr (est.)",98869.0,Senior Data Engineer (Remote),0,-1,-1,"Enova International
4.0", IL,4.0,0,19,1001 to 5000 Employees,2004,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.8,3.6,4.1,3.8,4.0,yr
295,"$84,820 /yr (est.)",84820.0,React Developer,0,-1,-1,"SLM Facilities
3.6", PA,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.9,3.9,3.8,3.8,yr
296,"$145,000 /yr (est.)",145000.0,Full Stack Engineer - Digital Site Development,0,-1,-1,"Costco Wholesale
4.0", WA,4.0,0,47,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,3.8,3.4,3.4,yr
297,"$119,550 /yr (est.)",119550.0,"Machine Learning Engineer, Mid",0,-1,-1,"Booz Allen Hamilton
4.2", VA,4.2,0,109,10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,yr
298,"$120,000 /yr (est.)",120000.0,Senior Software Engineer,0,-1,-1,"Wolfe
2.8",Remote,2.8,1,28,1 to 50 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),2.4,2.5,2.5,2.3,2.8,yr
299,"$122,197 /yr (est.)",122197.0,Senior Software Engineer,0,-1,-1,"United States Gold Bureau
3.2", TX,3.2,0,20,51 to 200 Employees,2003,Company - Private,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable,2.9,3.4,3.3,3.3,3.6,yr
300,"$101,300 /yr (est.)",101300.0,Software Engineer III - (Java/Cloud/API),0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", OH,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
301,"$179,153 /yr (est.)",179153.0,"Machine Learning Engineer, Trust and Safety - USDS",0,-1,-1,"TikTok
3.6", WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,yr
302,"$110,320 /yr (est.)",110320.0,Experienced Software Engineer Java / Python (Full Stack or Back End),0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", TX,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
303,"$222,000 /yr (est.)",222000.0,Principal Data Platform Engineer,0,-1,-1,"ServiceTitan
3.6",Remote,3.6,1,10,1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.5,4.0,3.6,3.2,3.5,yr
304,"$97,734 /yr (est.)",97734.0,Computer Vision Software Developer,0,-1,-1,"Kulicke and Soffa
3.6", PA,3.6,0,72,1001 to 5000 Employees,1951,Company - Public,Electronics Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.1,3.4,3.1,2.9,3.3,yr
305,"$119,550 /yr (est.)",119550.0,Machine Learning Web Developer,0,-1,-1,"Booz Allen Hamilton
4.2", DC,4.2,0,109,10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,yr
306,"$73,100 /yr (est.)",73100.0,Full Stack Developer,0,-1,-1,"Grimco Inc.
3.8", MO,3.8,0,148,501 to 1000 Employees,1875,Company - Private,Wholesale,Retail & Wholesale,$500 million to $1 billion (USD),3.6,3.8,3.9,3.8,3.8,yr
307,"$81,766 /yr (est.)",81766.0,Software Developer II,0,-1,-1,"CGB Enterprises Inc
3.5", LA,3.5,0,54,1001 to 5000 Employees,1969,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,3.3,3.4,3.5,3.3,3.2,yr
308,"$150,000 /yr (est.)",150000.0,"Software Engineering Manager I, Enterprise Shared Services",0,-1,-1,"Credit Acceptance
3.9",Remote,3.9,1,51,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,yr
309,"$98,688 /yr (est.)",98688.0,Site Reliability Engineer,0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", TX,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
310,"$129,480 /yr (est.)",129480.0,Senior Software Engineer ( Full-Stack),0,-1,-1,"U.S. Bank National Association
3.7", TX,3.7,0,160,10000+ Employees,1863,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.5,3.8,3.4,3.7,yr
311,"$90,000 /yr (est.)",90000.0,SQL Developer-Payment Integrity (remote),0,-1,-1,"MultiPlan Inc.
3.8",Remote,3.8,1,43,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.7,3.9,3.6,3.9,yr
312,"$201,500 /yr (est.)",201500.0,Senior Staff Data Platform Engineer,0,-1,-1,"Udemy
4.2", CA,4.2,0,13,501 to 1000 Employees,2010,Company - Public,Education & Training Services,Education,Unknown / Non-Applicable,4.2,4.2,4.5,4.0,4.3,yr
313,"$134,378 /yr (est.)",134378.0,"Software Engineer, Senior II",0,-1,-1,"Meteorcomm LLC
3.6", WA,3.6,0,48,51 to 200 Employees,1975,Company - Private,Telecommunications Services,Telecommunications,$5 to $25 million (USD),3.5,3.8,3.7,3.5,3.8,yr
314,"$73,100 /yr (est.)",73100.0,Full Stack Developer,0,-1,-1,"Grimco Inc.
3.8",,3.8,0,148,501 to 1000 Employees,1875,Company - Private,Wholesale,Retail & Wholesale,$500 million to $1 billion (USD),3.6,3.8,3.9,3.8,3.8,yr
315,"$98,800 /yr (est.)",98800.0,JAVA NLP Developer,0,-1,-1,"NextXAP
2.1", VA,2.1,0,20,Unknown,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1.9,1.7,1.7,2.0,1.5,yr
316,"$129,500 /yr (est.)",129500.0,Lead .NET Software Engineer,0,-1,-1,"Assurant
3.6",Georgia,3.6,0,45,10000+ Employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3.3,3.5,3.7,3.2,3.5,yr
317,"$124,263 /yr (est.)",124263.0,Senior Data Engineer Modeler,0,-1,-1,"Delta
4.3", GA,4.3,0,95,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),4.2,4.1,4.2,3.8,3.8,yr
318,"$140,000 /yr (est.)",140000.0,Full Stack Engineer,0,-1,-1,"Augmedix Inc.
4.0",Remote,4.0,1,11,501 to 1000 Employees,2012,Company - Public,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.7,3.7,4.0,3.6,3.2,yr
319,"$112,000 /yr (est.)",112000.0,Software Engineer,0,-1,-1,"Credit Acceptance
3.9",Remote,3.9,1,51,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,yr
320,"$100,820 /yr (est.)",100820.0,Software Engineer,0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", TX,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
321,"$103,858 /yr (est.)",103858.0,AI Software Engineer,0,-1,-1,"Delta
4.3", GA,4.3,0,95,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),4.2,4.1,4.2,3.8,3.8,yr
322,"$172,000 /yr (est.)",172000.0,"Software Engineer, Machine Learning - Monetization",0,-1,-1,"Meta
3.9", FL,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
323,"$100,830 /yr (est.)",100830.0,QA Automation Software Engineer III,0,-1,-1,"JPMorgan Chase Bank, N.A.
3.8", DE,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,yr
324,"$235,050 /yr (est.)",235050.0,Principal Software Development Engineer,0,-1,-1,"Zillow
3.9",Washington State,3.9,0,18,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.4,4.2,yr
325,"$98,408 /yr (est.)",98408.0,R&D Engineer,0,-1,-1,"Delsys Incorporated
4.1", MA,4.1,0,30,1 to 50 Employees,1993,Company - Private,Electronics Manufacturing,Manufacturing,$1 to $5 million (USD),3.8,3.5,4.4,4.4,3.9,yr
326,"$136,000 /yr (est.)",136000.0,"Software Engineer, Machine Learning - Generative AI",0,-1,-1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr
327,"$185,633 /yr (est.)",185633.0,"Machine Learning Engineer, Trust and Safety - USDS",0,-1,-1,"TikTok
3.6", CA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,yr
328,"$198,000 /yr (est.)",198000.0,Senior Android Engineer,0,-1,-1,"Zillow
3.9",Remote,3.9,1,18,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.4,4.2,yr
329,"$95,025 /yr (est.)",95025.0,-1,0,-1,-1,-1, FL,4.5,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
330,"$130,824 /yr (est.)",130824.0,Senior Research Software Engineer,0,-1,-1,-1, NJ,4.5,0,277,5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,4.1,4.2,4.1,3.8,3.9,yr
331,"$114,035 /yr (est.)",114035.0,Software Development Manager,0,-1,-1,"ClearEdge3D
4.4", CO,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.6,3.4,4.6,4.4,4.7,yr
332,"$200,000 /yr (est.)",200000.0,"Principal Software Engineer, Originations",0,-1,-1,"Credit Acceptance
3.9",Remote,3.9,1,51,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,yr
333,"$85,568 /yr (est.)",85568.0,Predictive Analytics Expert,0,-1,-1,Huntington Bank, OH,3.6,0,157,10000+ Employees,1866,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.5,3.5,3.9,3.4,3.5,yr
334,"$64,458 /yr (est.)",64458.0,Cyber Incident Management Specialist,0,-1,-1,Global Systems Engineering, VA,3.9,0,9,1 to 50 Employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.3,3.3,3.4,3.6,3.9,yr
335,"$174,100 /yr (est.)",174100.0,"Cybersecurity Tools Sustainment Specialist, Lead",0,-1,-1,Booz Allen Hamilton, DC,4.2,0,109,10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,yr
336,"$63,334 /yr (est.)",63334.0,Cyber Defense Support Specialist,0,-1,-1,General Dynamics Electric Boat, CT,3.4,0,124,10000+ Employees,1899,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),3.8,3.3,3.0,2.8,3.5,yr
337,"$102,000 /yr (est.)",102000.0,Insider Threat Engineering Specialist - Network Engineer,0,-1,-1,Leidos, VA,3.9,0,54,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.6,3.8,3.6,4.0,yr
338,"$57,654 /yr (est.)",57654.0,Cyber Incident Management Specialist,0,-1,-1,inventium.io LLC, VA,5.0,0,7,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
339,"$48,875 /yr (est.)",48875.0,Cyber Incident Management Specialist,0,-1,-1,AXSEUM Inc, NM,3.1,0,33,51 to 200 Employees,1990,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),2.9,3.1,3.3,3.0,3.9,yr
340,$60.43 /hr (est.),125694.4,Senior Fraud Specialist,0,-1,-1,TAA Solutions LLC, DC,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,hr
341,"$86,165 /yr (est.)",86165.0,"IA Network Specialist, Infrastructure Operations",0,-1,-1,Feditc Llc, VA,4.0,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.0,3.9,3.7,4.5,yr
342,"$52,454 /yr (est.)",52454.0,TASI HEALTHCARE DATA SCIENTIST ASSOCIATE – ID# 223227,4,1,0,Research Corporation of the University of Hawaii, HI,4.0,0,116,10000+ Employees,1907,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),3.7,3.6,4.2,3.5,4.0,yr
343,"$64,920 /yr (est.)",64920.0,Postdoctoral Associate - Machine Learning and Veterinary Medicine,0,-1,-1,Cornell University, NY,4.4,0,158,10000+ Employees,1865,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),4.2,4.0,4.2,4.0,4.0,yr
345,"$59,615 /yr (est.)",59615.0,"Postdoctoral Research Fellow, Observational Health Data Science and Informatics",0,1,0,Northeastern University, ME,4.3,0,125,1001 to 5000 Employees,1898,College / University,Colleges & Universities,Education,$100 to $500 million (USD),4.0,3.8,4.1,3.9,4.1,yr
347,"$200,000 /yr (est.)",200000.0,"Associate Director, Global Development Data Science & Digital Health (JRD DS)",8,1,0,Johnson & Johnson, NJ,4.2,0,136,10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.9,4.1,4.2,3.8,4.0,yr
348,"$85,000 /yr (est.)",85000.0,Senior Data Analyst,3,2,-1,Alivi,Remote,4.3,1,11,51 to 200 Employees,2012,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.3,4.2,4.3,4.2,4.1,yr
349,"$104,500 /yr (est.)",104500.0,Clinical Data Analyst - AI - Remote,4,1,1,Tunnell Consulting,Remote,2.9,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
350,"$55,000 /yr (est.)",55000.0,Post Doctoral Scholar in Artificial Intelligence / Machine Learning (AI / ML) for Applications in Ophthalmology,0,1,-1,The Ohio State University, OH,4.1,0,153,10000+ Employees,1870,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),3.9,3.6,4.0,3.7,4.0,yr
351,"$156,750 /yr (est.)",156750.0,"Data Scientist, Continuous Tomography Algorithms",5,1,1,Chan Zuckerberg Initiative, CA,3.8,0,8,201 to 500 Employees,2015,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.3,4.1,3.6,3.2,4.3,yr
352,"$84,239 /yr (est.)",84239.0,Data Science Analyst - Revenue Cycle - Avondale,2,1,1,UAB Medicine - UA Health Services Foundation (UAHSF), AL,3.9,0,78,10000+ Employees,1945,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.9,3.8,3.8,3.4,3.5,yr
353,"$83,190 /yr (est.)",83190.0,Population Health Data Analyst Senior - Remote Online,5,1,1,Advocate Aurora Health, IL,3.8,0,5,10000+ Employees,2018,Hospital,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.8,3.6,3.7,3.3,3.4,yr
354,"$92,388 /yr (est.)",92388.0,Senior Healthcare Data Analyst,10,1,1,CareJourney, VA,4.0,0,8,51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.5,3.8,3.5,3.4,yr
356,"$101,000 /yr (est.)",101000.0,"Sr. Data Analyst, Health Informatics",4,1,1,Zimmer Biomet,Remote,3.6,1,96,10000+ Employees,1927,Company - Public,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD),3.4,3.7,3.5,3.3,3.3,yr
357,"$61,619 /yr (est.)",61619.0,Billing- Sr. Technical Data Analyst- Healthcare # 2743,5,1,-1,GRAIL, NC,4.0,0,7,1001 to 5000 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.6,3.9,3.7,3.5,3.9,yr
360,"$72,627 /yr (est.)",72627.0,Data Analyst / Senior Data Analyst/ Intermediate,5,1,1,University of Michigan, MI,4.3,0,206,10000+ Employees,1817,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),4.0,3.9,4.1,3.8,4.0,yr
361,"$44,531 /yr (est.)",44531.0,Data and Statistical Analyst – health and human services (full-time),0,1,-1,Liberty Healthcare Corporation, IN,4.1,0,37,1001 to 5000 Employees,1986,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,4.0,3.9,3.8,3.7,yr
364,"$104,500 /yr (est.)",104500.0,"Assistant Director, Cancer Data Science",3,1,0,Stanford University, CA,4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.1,3.6,4.1,3.8,3.8,yr
365,"$109,309 /yr (est.)",109309.0,Senior Healthcare Data Analyst Remote,3,1,0,Sentara Healthcare, VA,3.8,0,135,10000+ Employees,1888,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.8,3.8,3.8,3.3,3.6,yr
366,"$86,383 /yr (est.)",86383.0,Senior Data Analyst,5,1,1,Pantherx Specialty LLC, PA,4.0,0,12,51 to 200 Employees,2011,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),3.7,3.6,4.3,4.1,4.2,yr
368,"$106,700 /yr (est.)",106700.0,"Data Analyst - Health, Senior",5,1,1,Blue Shield of California, CA,3.9,0,84,5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.2,3.7,4.0,yr
369,"$73,490 /yr (est.)",73490.0,Postdoctoral Scholar/Pediatrics - Health Informatics/Data Science-CBMI,0,1,-1,University of Tennessee, TN,4.2,0,229,10000+ Employees,1794,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.7,3.7,3.9,3.6,3.8,yr
370,"$59,998 /yr (est.)",59998.0,Data Analyst,2,1,-1,UC Law SF, CA,4.6,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.6,5.0,5.0,5.0,yr
371,"$52,210 /yr (est.)",52210.0,Post-Doctoral Associate in Cancer Data Science,0,1,-1,University of Minnesota, MN,4.2,0,172,Unknown,1851,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,3.8,3.6,4.0,3.7,4.1,yr
372,"$77,627 /yr (est.)",77627.0,Senior Healthcare Data Analyst,5,1,1,Scottish Rite for Children, TX,3.9,0,102,1001 to 5000 Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.1,3.9,4.0,3.4,3.6,yr
373,"$83,552 /yr (est.)",83552.0,Senior Clinical Data Analyst,2,1,1,Alpha Stats, NJ,4.0,0,-1,-1,-1,-1,-1,-1,-1,2.0,2.0,3.0,4.0,4.0,yr
374,"$91,840 /yr (est.)",91840.0,Senior Data Analyst - Healthcare,0,1,-1,UMass Memorial Health, MA,3.9,0,26,10000+ Employees,1997,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.9,3.9,3.7,3.5,3.7,yr
375,"$91,030 /yr (est.)",91030.0,Senior Clinical Data Analyst,5,1,-1,Dana-Farber Cancer Institute, MA,4.0,0,76,1001 to 5000 Employees,1947,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),3.8,3.4,4.1,3.7,3.8,yr
376,"$90,837 /yr (est.)",90837.0,Senior Health Data Analyst,10,1,0,Onpoint Health Data, ME,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
377,"$73,979 /yr (est.)",73979.0,Senior Data Analyst (Remote in TX),5,1,1,Central Health, TX,3.0,0,-1,-1,-1,-1,-1,-1,-1,2.6,3.2,2.9,2.5,2.4,yr
378,"$96,500 /yr (est.)",96500.0,Senior Data Analyst,3,1,1,Tennessee Hospital Association, TN,3.2,0,85,51 to 200 Employees,1938,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,2.3,3.5,3.9,3.6,4.0,yr
379,"$93,000 /yr (est.)",93000.0,Senior Clinical Data Analyst,3,1,1,AllHealth Network, CO,3.9,0,68,501 to 1000 Employees,1955,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),3.6,3.7,4.1,3.8,3.9,yr
381,"$96,355 /yr (est.)",96355.0,Senior Data Analyst,3,1,1,ConcertAI, PA,3.3,0,5,501 to 1000 Employees,2018,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.3,3.6,3.4,3.1,3.5,yr
382,"$73,102 /yr (est.)",73102.0,Sr. Data Analyst,0,-1,-1,Wellvana, TN,4.0,0,-1,-1,-1,-1,-1,-1,-1,2.4,2.4,3.7,2.4,3.7,yr
383,"$80,682 /yr (est.)",80682.0,Senior Data Analyst,3,2,1,Community Care of North Carolina Inc, NC,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.1,3.9,4.3,3.8,4.1,yr
384,"$60,991 /yr (est.)",60991.0,Sr. Healthcare Data Analyst,3,1,1,"Millennium Physicians Association, PLLC", TX,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.6,3.5,3.3,3.6,yr
385,"$54,849 /yr (est.)",54849.0,Project Manager III - Center for A.I. and Data Science,0,1,0,Cleveland Clinic, OH,3.7,0,102,10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.6,3.5,3.6,3.2,3.3,yr
386,"$87,206 /yr (est.)",87206.0,"DATA SCIENCE ANALYST, Public Health",0,1,0,"Tarrant County, TX", TX,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.8,3.3,2.9,3.5,yr
387,"$55,672 /yr (est.)",55672.0,Reporting - Senior Health Data Analyst 135-2006,5,1,1,CommunityCare, OK,3.2,0,14,1001 to 5000 Employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),3.1,3.4,3.1,2.7,3.0,yr
388,"$105,000 /yr (est.)",105000.0,Senior Commercial Data Analyst,5,1,1,Veeva Systems, NY,4.1,0,16,5001 to 10000 Employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.0,3.8,4.2,3.8,3.9,yr
390,"$52,588 /yr (est.)",52588.0,"Postdoctoral Scholar/Pediatrics - Health Informatics/Data Science-CBMI, Memphis",0,1,-1,University of Tennessee Health Science Center, TN,4.2,0,-1,-1,-1,-1,-1,-1,-1,4.1,4.1,4.0,3.9,4.3,yr
392,"$107,459 /yr (est.)",107459.0,Senior Commercial Data Analyst,5,1,1,Veeva Systems, MA,4.1,0,16,5001 to 10000 Employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.0,3.8,4.2,3.8,3.9,yr
393,"$105,000 /yr (est.)",105000.0,Senior Data Analyst,5,1,1,Veeva Systems, NY,4.1,0,16,5001 to 10000 Employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.0,3.8,4.2,3.8,3.9,yr
