Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue,Scale_Location
88358.4,"Designer, AI - Unannounced Survival Game",5.0,1,-1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,3.0,3.9,hr,5.0,7.0,4.0
95681.0,Game Designer II Camera & Controls - Unpublished R&D Product,3.0,2,1,Riot Games,CA,4.3,0,17.0,1001 to 5000 Employees,2006,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.1,4.4,4.3,3.9,4.1,yr,5.0,6.5103668261563,4.0
141588.0,"Sr Manager, Game Design",10.0,1,1,PlayStation Global,CA,4.0,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr,6.0,9.0,4.0
109975.0,Senior Voice Over Audio Artist - Ridgeline Games,3.0,2,1,Electronic Arts,WA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,8.0
84470.0,Sr Game Artist,5.0,1,0,Las Vegas Sands Corp.,NV,4.0,0,19.0,10000+ Employees,2004,Public,Other,Hotels & Travel Accommodation,$10+ billion (USD),3.3,4.2,3.7,3.7,3.4,yr,7.0,9.0,37.0
163400.0,Systems Design Director,3.0,2,1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
115000.0,Senior Game Designer - BitCraft Online,5.0,1,1,Clockwork Labs,Remote,5.0,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.0,4.0,5.0,4.0,5.0,yr,4.464377406931964,6.5103668261563,1.0
75000.0,3D Artist - Game Development,2.0,1,1,Heavy Iron Studios,CA,4.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.8,3.5,4.6,4.6,4.8,yr,4.464377406931964,6.5103668261563,4.0
109975.0,Environment Artist - Ridgeline Games,3.0,2,1,Electronic Arts,WA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,8.0
99000.0,Mission Designer,3.0,1,-1,Tencent,CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563,4.0
122500.0,Lead UI/UX Designer - Consumer Web Applications and Games,7.0,1,1,Concept Art House,Remote,3.5,1,16.0,Unknown,2007,Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.8,3.0,4.1,3.5,3.7,yr,4.464377406931964,2.0,1.0
89530.0,Senior Game Designer,5.0,2,1,Firaxis,MD,4.4,0,27.0,51 to 200 Employees,1996,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,3.5,4.6,3.8,4.4,yr,2.0,6.5103668261563,6.0
115000.0,"Software Development Engineer, Amazon Games",3.0,1,-1,Amazon.com Services LLC,WA,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,yr,7.0,9.0,8.0
90000.0,Senior Game Designer - Remote Opportunity,4.0,1,1,"Melon, Inc.",FL,4.4,0,20.0,201 to 500 Employees,2003,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,3.8,4.4,4.0,4.2,yr,3.0,6.5103668261563,7.0
227975.0,Senior Experience Design Director,5.0,2,1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
116427.0,Sr. MMO Game Developer (BHJOB20048_365),5.0,1,-1,ITmPowered,WA,4.5,0,13.0,1 to 50 Employees,2010,Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.0,4.2,4.3,4.3,4.3,yr,1.0,2.0,8.0
193440.0,Adjunct faculty- Game Design,5.0,1,-1,New York Institute of Technology,NY,4.2,0,113.0,501 to 1000 Employees,1910,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.6,3.3,3.8,3.5,4.2,hr,4.0,6.0,10.0
62400.0,"Coding and Game Design Instructor (Unity, Roblox, RPG Maker & More)",1.0,1,1,STEAM K-12: Coding and Game Design Classes,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,1.0
50171.0,"Teacher, Video Game Design, Job 23-0023 SC",2.0,1,0,Mukilteo School District,WA,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.6,3.9,3.6,3.1,3.1,yr,4.464377406931964,6.5103668261563,8.0
122220.0,Senior Gameplay Designer,5.0,2,1,Archetype Entertainment,TX,2.9,0,24.0,1001 to 5000 Employees,1999,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),2.4,2.8,2.8,2.2,3.0,yr,5.0,7.0,12.0
39768.0,3-D Gaming Artist,3.0,-1,-1,HII,FL,3.6,0,12.0,10000+ Employees,2011,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.6,3.6,3.2,3.2,3.5,yr,7.0,6.5103668261563,7.0
84810.0,"Adjunct Faculty, Game Design (Digital Games)",3.0,1,1,Maryland Institute College of Art,MD,3.5,0,197.0,201 to 500 Employees,1826,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.1,3.4,3.5,2.7,3.6,yr,3.0,6.0,6.0
73419.0,Game Designer,2.0,1,-1,GAMEVISION,IL,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.0,3.7,4.3,4.7,4.0,yr,4.464377406931964,6.5103668261563,27.0
107270.0,Technical Game Designer,3.0,2,-1,Funovus,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
109975.0,Game Designer II,3.0,2,1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
72500.0,Game Designer,2.0,1,-1,Gamefam,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,1.0
65520.0,Graduate Game Designer,2.0,1,1,"Big Fish Games, Inc.",NV,3.8,0,21.0,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr,3.0,6.5103668261563,37.0
96582.0,Designer (NST),3.0,1,1,Nintendo,WA,4.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.9,4.1,4.3,4.0,3.9,yr,4.464377406931964,6.5103668261563,8.0
45356.0,Game UI Designer - Full Time and Freelance,1.0,1,-1,Filament Games,WI,4.9,0,18.0,51 to 200 Employees,2005,Private,Other,Education,$1 to $5 million (USD),3.9,3.9,4.5,4.6,4.9,yr,2.0,2.0,21.0
80000.0,Game Systems Designer,3.0,1,-1,Bit Fry Game Studios. Inc,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,1.0
81618.0,Game Economy Designer,2.0,1,-1,PlayStation Global,CA,4.0,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr,6.0,9.0,4.0
54000.0,Game Developer,3.0,-1,-1,Hopscotch Games,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,mo,4.464377406931964,6.5103668261563,1.0
57570.0,Level Designer,3.0,2,1,"Take-Two Interactive Software, Inc.",MA,3.9,0,30.0,1001 to 5000 Employees,1993,Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.7,3.8,3.7,3.5,3.7,yr,5.0,7.0,14.0
68099.0,Game Designer: Content,3.0,2,1,2K,MD,3.8,0,18.0,Unknown,2005,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.7,3.7,3.8,3.3,3.5,yr,4.464377406931964,6.5103668261563,6.0
50000.0,Escape Game Puzzle Designer and Graphic Design,2.0,1,-1,Escapely,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,1.0
83316.0,Game Designer,3.0,-1,-1,Las Vegas Sands Corp.,NV,4.0,0,19.0,10000+ Employees,2004,Public,Other,Hotels & Travel Accommodation,$10+ billion (USD),3.3,4.2,3.7,3.7,3.4,yr,7.0,9.0,37.0
137524.0,Lead Game Designer- Trading Card Game,6.0,1,1,The Pokémon Company International,WA,4.5,0,22.0,501 to 1000 Employees,2001,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.4,4.4,4.0,4.1,yr,4.0,6.5103668261563,8.0
134754.0,Lead Game Designer,4.0,1,1,PlayStation Global,CA,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0,4.0
142003.0,"Lead Systems Designer, Games Studio",4.0,2,1,Netflix,CA,4.3,0,26.0,5001 to 10000 Employees,1997,Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr,6.0,8.0,4.0
84908.0,Game Developer,5.0,1,-1,MindMaze,NC,3.4,0,11.0,51 to 200 Employees,2012,Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Less than $1 million (USD),2.8,2.9,3.2,2.5,3.4,yr,2.0,1.0,19.0
45304.0,Game UI Designer - Full Time and Freelance,3.0,-1,-1,Filament Games,WI,4.9,0,18.0,51 to 200 Employees,2005,Private,Other,Education,$1 to $5 million (USD),3.9,3.9,4.5,4.6,4.9,yr,2.0,2.0,21.0
103592.0,Senior Game Designer,5.0,2,0,Big Huge Games,MD,4.4,0,10.0,51 to 200 Employees,2013,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,3.8,4.5,4.0,4.5,yr,2.0,6.5103668261563,6.0
57600.0,Level Designer,3.0,2,1,"Take-Two Interactive Software, Inc.",MA,3.9,0,30.0,1001 to 5000 Employees,1993,Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.7,3.8,3.7,3.5,3.7,yr,5.0,7.0,14.0
55245.0,Game Artist,2.0,2,1,Cosmic Games ULC,TX,5.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,5.0,5.0,5.0,5.0,5.0,yr,4.464377406931964,6.5103668261563,12.0
83732.0,Mathematical Game Designer,5.0,1,0,Light & Wonder,NV,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.4,3.5,3.7,3.2,3.7,yr,4.464377406931964,6.5103668261563,37.0
87297.0,Lead Game Designer,5.0,1,1,Madison Square Garden Entertainment,CA,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.3,3.6,3.3,3.3,3.2,yr,4.464377406931964,6.5103668261563,4.0
92949.0,"Senior Level Designer, Games Studio",3.0,1,1,Netflix,CA,4.3,0,26.0,5001 to 10000 Employees,1997,Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr,6.0,8.0,4.0
125000.0,Senior Game Designer - web3,5.0,2,1,Zynga,Remote,4.4,1,16.0,1001 to 5000 Employees,2007,Public,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.1,4.6,3.9,4.3,yr,5.0,7.0,1.0
31200.0,Scratch Video Game Design Coach,2.0,2,-1,Shooting Stars Foundation,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,1.0
86187.0,Lead Game Designer (Mobile),5.0,2,1,Bethesda Game Studios,MD,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.4,3.3,3.6,2.3,3.9,yr,4.464377406931964,6.5103668261563,6.0
110658.0,"Systems Designer, Games Studio",3.0,1,-1,Netflix,CA,4.3,0,26.0,5001 to 10000 Employees,1997,Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr,6.0,8.0,4.0
134400.0,Senior Game Designer (Economy),3.0,-1,-1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
61982.0,"Live Service Game Designer (Systems, Content, Narrative)",2.0,2,-1,BIGBOX VR,WA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,8.0
69216.0,Senior Game Artist,3.0,-1,-1,Light & Wonder,NV,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.4,3.5,3.7,3.2,3.7,yr,4.464377406931964,6.5103668261563,37.0
82581.0,Lead Game Designer (Mobile),5.0,2,1,ZeniMax Media Inc.,MD,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563,6.0
67600.0,Technical Artist (Video Games) *HIRING ARTISTS NOW* REMOTE,3.0,-1,-1,Wallero,LA,4.4,0,8.0,51 to 200 Employees,2015,Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.5,4.1,4.4,4.4,4.3,hr,2.0,2.0,3.0
83205.0,Senior Game Designer,5.0,2,1,Pixel Dash Studios,LA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,3.0
96467.0,Technical Games Designer,3.0,1,1,Skyborne Games,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
64003.0,Multimedia Artist - Games,3.0,1,-1,SKYDANCE,CA,3.8,0,13.0,51 to 200 Employees,2010,Private,Film Production,Media & Communication,$1 to $5 million (USD),3.8,3.4,3.7,3.3,3.5,yr,2.0,2.0,4.0
111197.0,SENIOR GAME DESIGNER,3.0,2,1,The Rogue Initiative,CA,1.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
88358.4,"Designer, AI - Unannounced Survival Game",5.0,1,-1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,hr,5.0,7.0,4.0
157669.0,Principal Game Designer,5.0,1,1,"Big Fish Games, Inc.",NV,3.8,0,21.0,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr,3.0,6.5103668261563,37.0
45150.0,Game Designer and Writer,5.0,1,-1,University of Oklahoma,OK,4.0,0,133.0,5001 to 10000 Employees,1890,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),3.7,3.4,3.8,3.6,3.9,yr,6.0,7.0,46.0
132500.0,Principal Game Designer - Midcore,4.0,2,1,Zynga,CA,4.4,0,16.0,1001 to 5000 Employees,2007,Public,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.1,4.6,3.9,4.3,yr,5.0,7.0,4.0
101608.0,Technical UI Designer - Unannounced Survival Game,5.0,1,-1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,hr,5.0,7.0,4.0
130350.0,Uncapped Games - VFX Artist (All Levels),3.0,-1,-1,Tencent,CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563,4.0
69216.0,Senior Game Artist,5.0,1,0,Light & Wonder,NV,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.4,3.5,3.7,3.2,3.7,yr,4.464377406931964,6.5103668261563,37.0
138550.0,"Lead Designer, AI - Unannounced Survival Game",3.0,-1,-1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,yr,5.0,7.0,4.0
84559.0,Sr Game Artist,5.0,1,0,Las Vegas Sands Corp.,NV,4.0,0,19.0,10000+ Employees,2004,Public,Other,Hotels & Travel Accommodation,$10+ billion (USD),3.3,4.2,3.7,3.7,3.4,yr,7.0,9.0,37.0
66971.0,Lead Concept Artist - New Game,5.0,1,1,Zynga,TX,4.4,0,16.0,1001 to 5000 Employees,2007,Public,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.1,4.6,3.9,4.3,yr,5.0,7.0,12.0
115100.0,Senior Technical Designer - Unannounced Survival Game,5.0,1,1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,yr,5.0,7.0,4.0
138550.0,Principal Gameplay Systems Designer - Unannounced Survival Game,8.0,1,1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,yr,5.0,7.0,4.0
62671.0,Game Artist,10.0,2,-1,"Lionheart Games, LLC",GA,3.2,0,4.0,1 to 50 Employees,2019,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,yr,1.0,6.5103668261563,18.0
65447.0,Game UI Artist,4.0,2,-1,High Voltage Software,IL,2.4,0,30.0,51 to 200 Employees,1993,Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $25 million (USD),2.7,2.5,2.5,2.3,2.8,yr,2.0,3.0,27.0
117500.0,Technical Artist (Games),4.0,2,1,SKYBOUND LLC,Remote,3.3,1,13.0,51 to 200 Employees,2010,Private,Culture & Entertainment,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,2.7,2.5,2.6,2.6,2.4,yr,2.0,6.5103668261563,1.0
44579.0,Freelance Graphics Designer,0.0,1,-1,Sinclair Broadcast Group,IL,3.1,0,37.0,5001 to 10000 Employees,1986,Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.1,2.9,2.8,2.7,3.0,yr,6.0,7.0,27.0
157669.0,Principal Game Designer,5.0,1,1,Aristocrat,NV,4.0,0,70.0,5001 to 10000 Employees,1953,Public,Other,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr,6.0,7.0,37.0
146426.0,Senior Technical Artist - New Game,7.0,1,1,Zynga,TX,4.4,0,16.0,1001 to 5000 Employees,2007,Public,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.1,4.6,3.9,4.3,yr,5.0,7.0,12.0
132482.0,UX Design Lead,10.0,1,1,PlayStation Global,OR,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0,38.0
163400.0,Lead Technical Artist (Environments) - Ridgeline Games,3.0,1,1,Electronic Arts,WA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,8.0
89600.0,"VFX Artist , Amazon Games",5.0,1,-1,Amazon.com Services LLC,CA,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,yr,7.0,9.0,4.0
47554.0,Graphic Designer,2.0,1,1,Sinclair Broadcast Group,IL,3.1,0,37.0,5001 to 10000 Employees,1986,Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.1,2.9,2.8,2.7,3.0,yr,6.0,7.0,27.0
157669.0,Principal Game Designer,3.0,-1,-1,Aristocrat,NV,4.0,0,70.0,5001 to 10000 Employees,1953,Public,Other,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr,6.0,7.0,37.0
72870.0,Senior Art Designer,5.0,1,1,Konami Gaming Inc,NV,2.2,0,26.0,201 to 500 Employees,1997,Public,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),2.2,2.7,1.9,1.8,2.5,yr,3.0,6.5103668261563,37.0
163400.0,Principal Technical Designer,8.0,1,1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
47554.0,Graphic Designer,3.0,-1,-1,Sinclair Broadcast Group,IL,3.1,0,37.0,5001 to 10000 Employees,1986,Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.1,2.9,2.8,2.7,3.0,yr,6.0,7.0,27.0
190950.0,Systems Design Director - Unannounced Survival Game,5.0,1,1,Blizzard Entertainment,CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,yr,5.0,7.0,4.0
65631.0,Video Game Design Instructor,2.0,2,1,Long Island University,NY,3.1,0,95.0,1001 to 5000 Employees,1928,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.0,3.0,2.8,2.6,3.1,yr,5.0,6.0,10.0
95840.0,Game Designer II Camera & Controls - Unpublished R&D Product,3.0,2,1,Riot Games,CA,4.3,0,17.0,1001 to 5000 Employees,2006,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.1,4.4,4.3,3.9,4.1,yr,5.0,6.5103668261563,4.0
52500.0,Game Design & Production Instructor,1.0,1,1,Academy of Interactive Entertainment,WA,3.7,0,27.0,51 to 200 Employees,1996,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,2.9,3.0,3.9,3.5,3.3,yr,2.0,6.5103668261563,8.0
39779.0,3-D Gaming Artist,3.0,-1,-1,HII,FL,3.6,0,12.0,10000+ Employees,2011,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.6,3.6,3.2,3.2,3.5,yr,7.0,6.5103668261563,7.0
134400.0,Sr Technical Artist (Environments) - Ridgeline Games,3.0,1,1,Electronic Arts,CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0,4.0
61536.0,Part Time Faculty Positions in Software Engineering and Game Development,2.0,1,-1,Kennesaw State University,GA,4.0,0,57.0,1001 to 5000 Employees,1966,College / University,Colleges & Universities,Education,$5 to $25 million (USD),3.6,3.2,3.9,3.7,3.9,yr,5.0,3.0,18.0
105000.0,AI Game Designer,3.0,1,-1,Drifter,Remote,3.0,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.0,4.0,3.0,2.0,3.0,yr,4.464377406931964,6.5103668261563,1.0
80793.0,Junior Game Designer,3.0,-1,-1,PlayStation Global,CA,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0,4.0
107336.0,Technical Game Designer,3.0,2,-1,Funovus,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
83200.0,Video Game Level Designer,3.0,2,-1,Cold Symmetry,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,hr,4.464377406931964,6.5103668261563,1.0
96751.0,Associate Game Designer,3.0,-1,-1,"Big Fish Games, Inc.",GA,3.8,0,21.0,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr,3.0,6.5103668261563,18.0
24000.0,Game Developer,3.0,-1,-1,Hopscotch Games,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,mo,4.464377406931964,6.5103668261563,1.0
73551.0,Game Designer,2.0,1,-1,GAMEVISION,IL,3.9,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.0,3.7,4.3,4.7,4.0,yr,4.464377406931964,6.5103668261563,27.0
96751.0,Associate Game Designer,3.0,1,0,"Big Fish Games, Inc.",GA,3.8,0,21.0,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr,3.0,6.5103668261563,18.0
70986.0,UI Programmer,2.0,1,-1,Gearbox Software,TX,3.8,0,24.0,501 to 1000 Employees,1999,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.3,3.4,3.8,3.6,4.1,yr,4.0,6.5103668261563,12.0
118558.0,Senior Gameplay Programmer,7.0,2,1,Epic Games,MA,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563,14.0
66924.0,Virtual Reality Programmer/Developer,2.0,1,1,CAE,NC,3.9,0,76.0,10000+ Employees,1947,Public,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),3.7,3.7,3.9,3.6,3.7,yr,7.0,7.0,19.0
74637.0,Graphics Programmer,3.0,2,1,2K,MD,3.8,0,18.0,Unknown,2005,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.7,3.7,3.8,3.3,3.5,yr,4.464377406931964,6.5103668261563,6.0
