,Job Title,Annual Salary,Experience,Education,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
460,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
461,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
464,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
469,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
471,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
472,React fullstack Engineers,127920.0,8,2,1,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
473,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
476,Frontend Engineer,135000.0,6,1,1,1,-1,-1,3.7,3.8,3.8,3.8,3.6,4.1
478,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
480,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
481,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
485,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
486,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
487,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
490,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
491,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
493,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
494,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
496,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
497,Frontend Engineer,135000.0,6,1,1,1,-1,-1,3.7,3.8,3.8,3.8,3.6,4.1
500,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
502,React fullstack Engineers,127920.0,8,2,1,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
503,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
506,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
510,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
511,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
512,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
513,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
515,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
517,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
520,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
521,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
523,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
525,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
527,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
531,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
538,PHP Web Developer,68494.4,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
539,Frontend Engineer (Remote),80000.0,2,1,1,1,6,-1,4.0,3.9,4.2,3.9,3.8,4.5
540,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
541,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
542,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
543,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
545,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
546,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
547,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
548,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
551,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
554,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
557,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
562,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
565,Frontend Engineer (Remote),80000.0,2,1,1,1,6,-1,4.0,3.9,4.2,3.9,3.8,4.5
567,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
568,Remote Experienced Frontend Engineer - React,125000.0,4,2,1,2,16,4,4.2,4.4,4.2,4.3,4.0,4.2
569,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
570,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
571,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
573,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
575,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
576,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
577,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
578,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
583,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
584,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
587,Frontend Engineer (Remote),80000.0,2,1,1,1,6,-1,4.0,3.9,4.2,3.9,3.8,4.5
589,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
592,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
594,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
596,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
597,Remote Experienced Frontend Engineer - React,125000.0,4,2,1,2,16,4,4.2,4.4,4.2,4.3,4.0,4.2
598,web developer designer,44720.0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
599,React fullstack Engineers,127920.0,8,2,1,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
600,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
602,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
604,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
608,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
611,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
612,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
613,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
614,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
616,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
617,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
622,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
624,Frontend Engineer,135000.0,6,1,1,1,-1,-1,3.7,3.8,3.8,3.8,3.6,4.1
628,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
632,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
634,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
640,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
641,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
642,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
643,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
644,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
646,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
647,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
652,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
654,Frontend Engineer,135000.0,6,1,1,1,-1,-1,3.7,3.8,3.8,3.8,3.6,4.1
658,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
660,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
661,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
662,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
668,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
671,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
672,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
674,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
676,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
677,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
682,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
684,Frontend Engineer,135000.0,6,1,1,1,-1,-1,3.7,3.8,3.8,3.8,3.6,4.1
688,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
690,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
691,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
692,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
696,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
699,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
700,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
703,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
705,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
706,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
708,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
712,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
717,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
719,Frontend Engineer (Remote),80000.0,2,1,1,1,6,-1,4.0,3.9,4.2,3.9,3.8,4.5
720,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
721,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
722,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
727,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
728,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
731,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
734,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
735,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
738,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
741,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
742,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
743,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
745,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
749,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
750,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
752,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
753,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
755,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
757,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
762,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
763,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
767,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
768,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
769,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
771,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
772,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
773,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
775,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
776,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
777,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
781,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
783,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
784,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
789,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
790,Web Developer,110531.2,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
791,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
792,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
793,Front End Web Developer,77500.0,30,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
794,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
795,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
797,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
799,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
800,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
801,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
803,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
805,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
808,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
809,Web Developer,135200.0,1,1,0,2,18,-1,3.7,3.6,3.9,3.5,3.5,3.6
810,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
811,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
812,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
813,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
818,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
820,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
821,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
822,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
823,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
824,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
825,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
826,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
827,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
828,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
829,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
830,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
831,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
834,Front End Web Developer,77500.0,30,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
836,Software Developer,62400.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
837,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
838,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
839,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
840,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
841,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
842,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
843,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
850,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
851,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
852,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
853,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
854,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
855,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
856,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
857,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
858,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
859,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
861,Frontend Engineer,78000.0,5,2,0,3,24,-1,4.2,-1,-1,-1,-1,-1
866,Software Developer,62400.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
867,Web developer,88400.0,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
868,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
869,Web Developer - Contract,166400.0,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
870,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
871,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
872,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
874,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
875,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
879,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
880,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
881,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
883,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
885,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
886,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
888,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
889,Mid-Level Web Developer,62400.0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
890,Email Developer,67600.0,1,1,1,1,-1,3,3.7,3.6,3.7,3.8,3.9,3.6
891,"Software Engineer, Frontend",160000.0,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
893,Temporary Web Developer (Frontend),78000.0,20,1,0,3,24,-1,4.3,3.8,4.1,4.6,4.3,4.2
895,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
896,Web-Based Application Developer,80000.0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
897,Software Developer,62400.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
900,Freelance Web Designer/Developer,59280.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
901,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
902,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
904,Frontend (UI) Engineer,160000.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
905,Freelance Web Designer (Contract),93600.0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
909,Web Designer,62400.0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
910,Front End Developer - UI,90633.0,6,2,0,2,5,-1,4.5,4.9,4.4,4.4,4.4,4.0
911,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
914,Jr Frontend Developer,70000.0,10,1,0,2,18,-1,4.1,4.1,4.0,4.3,4.1,4.2
915,UI Developer,130000.0,1,2,1,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
917,Web Designer/Developer,41600.0,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
918,Java Developer (Contract),124800.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
