,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
218,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 14:27:57.809374
220,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:28:02.260127
221,Junior Software Developer,85253.0,-1,BACHELOR,JUNIOR,"Boston, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"NetCapital
5.0",2023-05-11 14:28:04.474134
222,Junior Software Development Engineer,108880.0,3,BACHELOR,-1,"Plano, TX",0,1001 to 5000 Employees,5,1990,33,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.5,4.4,4.2,4.5,4.5,4.0,"DZS
4.5",2023-05-11 14:28:06.728512
223,Junior Software Developer,78562.0,-1,BACHELOR,-1,"Fredericksburg, VA",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,5.0,3.0,3.0,3.0,5.0,"DBDriven.net
4.0",2023-05-11 14:28:08.903590
224,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:28:11.082100
225,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:28:13.309362
226,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:28:15.463336
227,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:28:17.984755
229,Junior Level Software Developer,70000.0,1,BACHELOR,JUNIOR,"Princeton, NJ",0,1 to 50 Employees,1,2017,6,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.2,3.6,4.1,4.1,4.0,"BeaconFire Solution
4.2",2023-05-11 14:28:21.660119
230,Junior Software Engineer,60000.0,2,MASTER,SENIOR,"Austin, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Up-Rev,2023-05-11 14:28:23.973116
231,Java Developer (Software Developer),83773.0,2,BACHELOR,-1,"Frisco, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,-1,-1,-1,-1,-1,"Steck Systems
5.0",2023-05-11 14:28:25.667344
232,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:28:27.889321
233,Software Developer,82000.0,2,BACHELOR,-1,"Shakopee, MN",0,Unknown,-1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Elite Infosystems,2023-05-11 14:28:29.656306
234,Software Developer 1,57500.0,-1,BACHELOR,SENIOR,"College Station, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CAPSHER Technology,2023-05-11 14:28:31.722152
235,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:28:33.633349
236,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:28:35.854512
237,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:28:38.048227
239,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:28:42.838122
240,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:28:47.490395
241,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:28:49.959166
242,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:28:52.582078
243,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:28:54.345081
244,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:28:56.716206
245,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:28:58.993928
246,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:29:01.488211
248,Junior Software Developer,85253.0,-1,BACHELOR,JUNIOR,"Boston, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"NetCapital
5.0",2023-05-11 14:29:05.893187
249,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:29:08.331251
250,Software Developer,82000.0,2,BACHELOR,-1,"Shakopee, MN",0,Unknown,-1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Elite Infosystems,2023-05-11 14:29:10.601408
251,Terraform developer,156000.0,5,MASTER,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 14:29:12.707516
252,Software Developer I,64400.0,1,BACHELOR,SENIOR,"Riverside, CA",0,1001 to 5000 Employees,5,-1,-1,Colleges & Universities,Education,$100 to $500 million (USD),6,College / University,4.2,3.7,3.5,4.1,3.8,3.9,"University of California, Riverside
4.2",2023-05-11 14:29:14.492415
253,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:29:16.915574
254,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:29:19.654172
255,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:29:22.553064
256,-1,108880.0,-1,-1,-1,-1,0,1001 to 5000 Employees,5,1990,33,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,-1,2023-05-11 14:29:24.996587
257,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:29:27.111502
258,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:29:29.403269
259,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:29:31.761352
260,Software Developer,95000.0,3,BACHELOR,JUNIOR,Dallas-Fort Worth,0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Richardson Search Company,2023-05-11 14:29:34.242299
261,Software Developer,82399.0,2,BACHELOR,SENIOR,"Holmdel, NJ",0,1001 to 5000 Employees,5,1984,39,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Company - Private,4.3,4.4,4.1,4.2,4.2,4.1,"Colliers Engineering & Design
4.3",2023-05-11 14:29:36.438507
262,Software Developer 1,57500.0,-1,BACHELOR,SENIOR,"College Station, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CAPSHER Technology,2023-05-11 14:29:38.799876
265,Java Developer (Software Developer),83773.0,2,BACHELOR,-1,"Frisco, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,-1,-1,-1,-1,-1,"Steck Systems
5.0",2023-05-11 14:29:46.056751
266,Software Developer,89128.0,-1,BACHELOR,-1,"Robbinsville, NJ",0,201 to 500 Employees,3,-1,-1,Accounting & Tax,Financial Services,$5 to $25 million (USD),3,Company - Private,3.3,3.4,3.1,3.2,2.8,3.2,"Xpedite Technologies
3.3",2023-05-11 14:29:48.309498
267,Software Developer,82500.0,3,BACHELOR,-1,"Rockville Centre, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Accumedic Computer Systems,2023-05-11 14:29:50.570065
268,Software Developer,88400.0,-1,-1,-1,"Sunnyvale, CA",0,201 to 500 Employees,3,-1,-1,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Company - Private,3.7,3.5,3.6,3.4,3.2,3.1,"Horizon Technologies
3.7",2023-05-11 14:29:52.369442
269,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:29:54.794470
271,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:30:01.289960
272,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:30:03.640502
273,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:30:05.631484
274,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:30:07.966214
275,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:30:10.298642
276,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:30:12.795621
277,Software Developer 1,103258.0,-1,MASTER,-1,"Kansas City, MO",0,10000+ Employees,7,1977,46,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),9,Company - Public,3.9,3.7,3.5,3.8,3.6,4.0,"Oracle
3.9",2023-05-11 14:30:15.165201
278,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 14:30:17.469468
279,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:30:21.121237
280,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:30:23.656129
281,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:30:26.067061
282,Jr. Software Developer,101668.0,-1,BACHELOR,JUNIOR,"Sacramento, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Labor Tech Solution,2023-05-11 14:30:28.458485
283,Jr Frontend Developer,70000.0,20,BACHELOR,-1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-11 14:30:30.254206
284,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:30:32.702443
285,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:30:35.240141
287,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:30:40.277530
288,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:30:42.676737
289,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:30:45.122371
291,Terraform developer,156000.0,5,MASTER,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 14:30:49.948466
292,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:30:51.754221
293,Junior Software Development Engineer,108880.0,3,BACHELOR,-1,"Plano, TX",0,1001 to 5000 Employees,5,1990,33,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.5,4.4,4.2,4.5,4.5,4.0,"DZS
4.5",2023-05-11 14:30:54.492122
295,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:30:58.593162
297,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:31:03.827197
299,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:31:08.757796
300,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:31:14.349320
301,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:31:16.878546
302,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:31:18.810106
303,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:31:21.820056
304,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:31:24.273872
306,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:31:29.643004
308,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:31:34.287108
310,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:31:38.623103
311,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:31:41.251322
312,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:31:43.689079
313,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:31:46.283504
314,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:31:49.155763
315,Software Developer,87232.0,5,BACHELOR,JUNIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,-1,2023-05-11 14:31:51.640073
316,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:31:55.256280
317,Software Developer,114400.0,-1,MASTER,-1,"Muscle Shoals, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Give Social LLC,2023-05-11 14:31:57.865306
319,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 14:32:01.456539
320,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 14:32:05.196889
321,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:32:08.021178
323,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:32:13.357306
324,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:32:15.911417
325,Software Developer 1,103258.0,-1,MASTER,-1,"Kansas City, MO",0,10000+ Employees,7,1977,46,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),9,Company - Public,3.9,3.7,3.5,3.8,3.6,4.0,"Oracle
3.9",2023-05-11 14:32:18.352501
326,Software Developer,82000.0,2,BACHELOR,-1,"Shakopee, MN",0,Unknown,-1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Elite Infosystems,2023-05-11 14:32:20.965123
327,Java Developer,124800.0,5,BACHELOR,JUNIOR,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 14:32:23.302170
328,Java Developer,124800.0,-1,BACHELOR,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 14:32:25.246238
329,Java Developer,101691.2,4,MASTER,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 14:32:27.793172
330,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:32:33.466812
331,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:32:35.346899
332,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:32:37.958447
333,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:32:39.879751
