,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
284,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:34:46.779043
285,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:34:49.625897
286,Java Developer,130000.0,-1,1,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 23:34:51.959306
287,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:34:54.452821
288,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:34:56.663750
289,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:34:58.649582
290,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:35:01.146047
291,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:35:03.554168
292,Java Application Developer,88400.0,10,0,-1,"Detroit, MI",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-11 23:35:06.157498
293,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:35:08.052720
294,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:35:10.299327
295,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-11 23:35:12.279561
296,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:35:14.230467
297,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-11 23:35:16.350980
298,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:35:18.109728
299,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:35:20.218639
300,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:35:31.753995
301,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:35:34.037615
302,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:35:35.744755
303,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:35:38.205352
304,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:35:40.171222
305,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:35:42.319189
306,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:35:44.252706
307,Java AWS Developer,91539.0,8,2,-1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-11 23:35:46.050848
308,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:35:48.541032
309,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:35:50.752871
310,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:35:52.502197
311,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:35:54.436885
312,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:35:56.338302
313,Java Developer,123260.8,8,2,1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trinity Technologies,2023-05-11 23:35:58.465373
314,Java Developer,130000.0,-1,1,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 23:36:00.659064
315,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:36:02.748705
316,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:36:04.976155
317,Senior Java Full Stack Developer,140000.0,12,0,1,"Austin, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Horizon Corp,2023-05-11 23:36:06.552502
318,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:36:08.121649
319,-1,114400.0,-1,-1,-1,-1,0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,4.6,4.2,4.4,4.3,4.6,-1,2023-05-11 23:36:10.013623
320,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:36:12.457644
321,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:36:14.382600
322,Java Developer,135200.0,6,0,0,"Denver, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 23:36:17.236743
323,Java Full Stack Developer 021,150800.0,5,1,1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 23:36:19.298148
324,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:36:21.039982
325,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:36:23.422346
326,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:36:25.370072
327,Sr. Java Developer,98800.0,8,0,-1,"Alpharetta, GA",0,1001 to 5000 Employees,5,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,4.5,3.5,4.0,3.5,4.5,"Appsintegration INC
4.5",2023-05-11 23:36:27.298393
329,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:36:31.914387
330,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:36:43.692395
331,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:36:45.243436
332,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:36:47.170021
333,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:36:48.972346
334,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:36:50.771540
335,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:36:52.365108
336,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:36:54.772816
337,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:36:56.640489
338,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:36:58.443732
339,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:37:00.597578
340,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:37:02.660176
341,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:37:04.645872
342,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:37:07.564249
343,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:37:09.542334
344,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-11 23:37:11.720206
345,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:37:13.660925
346,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:37:15.827750
347,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:37:18.281100
348,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:37:20.249442
349,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:37:22.459684
350,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:37:24.414567
351,Sr. Java/J2EE Developer,135200.0,8,0,1,"Austin, TX",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.4,4.1,4.3,4.2,4.4,"Dutech Systems
4.5",2023-05-11 23:37:26.396631
352,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:37:29.124516
353,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:37:31.171461
354,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:37:33.383399
355,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:37:35.936069
356,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:37:37.833432
357,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:37:40.497932
358,Java Developer,135200.0,6,0,-1,"O Fallon, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sana Pivot Inc,2023-05-11 23:37:42.486283
359,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:37:44.108930
360,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:37:56.207371
361,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:37:58.473121
362,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:38:00.558626
363,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:38:02.545857
364,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:38:04.644214
365,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:38:06.425320
366,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:38:08.622814
367,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:38:10.793504
368,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:38:12.593989
369,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:38:14.506283
370,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:38:16.779976
371,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:38:18.680217
372,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:38:20.896494
373,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:38:22.930805
374,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-11 23:38:24.670656
375,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:38:27.846309
376,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:38:29.958366
378,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:38:33.153786
379,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:38:35.853344
380,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:38:37.837055
381,Sr. Java/J2EE Developer,135200.0,8,0,1,"Austin, TX",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.4,4.1,4.3,4.2,4.4,"Dutech Systems
4.5",2023-05-11 23:38:39.878317
382,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:38:42.653361
383,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:38:44.747920
384,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:38:46.746677
385,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:38:49.404667
386,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:38:51.548948
387,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:38:54.325173
388,Java Developer,135200.0,6,0,-1,"O Fallon, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sana Pivot Inc,2023-05-11 23:38:56.312475
